walk,age,floor,rent,area,rooms,ward_Adachi,ward_Arakawa,ward_Bunkyo,ward_Chiyoda,ward_Chuo,ward_Edogawa,ward_Itabashi,ward_Katsushika,ward_Kita,ward_Koto,ward_Meguro,ward_Minato,ward_Nakano,ward_Nerima,ward_Ota,ward_Setagaya,ward_Shibuya,ward_Shinagawa,ward_Shinjuku,ward_Suginami,ward_Sumida,ward_Taito,ward_Toshima,layout_type_DK,layout_type_K,layout_type_LDK,layout_type_LK,layout_type_R,layout_type_SDK,layout_type_SK,layout_type_SLDK
-0.8790236130541437,-0.8812044194300428,-0.26683261237058964,240000.0,0.3934222155824674,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.8790236130541437,-0.8812044194300428,2.607098887406302,240000.0,0.3934222155824674,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.8790236130541437,-0.671367776711579,-0.0055661123908722025,175000.0,-0.42639378894786245,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.8790236130541437,-0.671367776711579,-0.0055661123908722025,180000.0,-0.42639378894786245,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.5294810283334435,-0.25169449127465127,-0.528099112350307,145000.0,-0.661001406551266,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.5294810283334435,-0.25169449127465127,1.5620328874874323,154000.0,-0.5862939529010202,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.218231895270058,-1.0910410621485065,-0.26683261237058964,280000.0,1.546800447375737,1.4758192748919967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.218231895270058,-1.0910410621485065,0.7782333875482801,284000.0,1.546800447375737,1.4758192748919967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1.2285661977748439,-0.7762860980708108,-0.26683261237058964,190000.0,0.0919710868183173,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1.2285661977748439,-0.7762860980708108,-0.26683261237058964,202000.0,0.0919710868183173,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.17993844361274317,0.9024070436768997,0.7782333875482801,144000.0,-0.26452763937232954,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.17993844361274317,0.9024070436768997,0.7782333875482801,146000.0,-0.26452763937232954,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.17993844361274317,1.3220803291138274,-0.528099112350307,143000.0,-0.6511714784393917,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.17993844361274317,1.3220803291138274,-0.26683261237058964,152000.0,-0.3398904215633672,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.2285661977748439,-0.3566128126338832,2.084565887446867,208000.0,0.3462385606454701,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.8790236130541437,-0.3566128126338832,0.5169668875685627,179000.0,-0.457194230365069,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.5294810283334435,-0.671367776711579,-0.0055661123908722025,114000.0,-0.9054389522665443,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.5294810283334435,-0.671367776711579,-0.26683261237058964,160000.0,-0.34447772134890864,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5191467258286574,-0.8812044194300428,-0.0055661123908722025,144000.0,-0.6675546919591824,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5191467258286574,-0.8812044194300428,-0.0055661123908722025,145000.0,-0.6708313346631406,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.8790236130541437,0.06306047280304446,-0.528099112350307,145000.0,-0.7219469608448876,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
